SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS,group_id,day_index,hour_index,_household_size,_segment,_serial_num,_reused,status,posted_at,error,uri,cid,thread_post_count
9919,1,I am a 25-year-old man. I have trouble with my hearing. I was born in Alabama. I am a entertainment and recreation manager. I made $56.8k last year. I drive to work. I leave for work at around 8:02 am. It takes me about 10 minutes to get to work.,I live alone.,I live in Alabama. I live in a 5-9 family building built in the 2010s with 2 bedrooms. I rent.,,609,609,4,1,size_1,9919,0,,,,,,
1513046,"1,2,3,4,5,6",I am a 39-year-old woman. I was born in Wisconsin. I am a childcare worker. I made $30k last year. I drive to work. I leave for work at around 7:32 am. It takes me about 20 minutes to get to work.,I live with 2 sons and 2 daughters and my mother.,"We live in the milwaukee-waukesha, Wisconsin area. We live in a 2-family home built before 1939 with 3 bedrooms. We rent.","My mother is 68 years old. She has trouble with her hearing. She was born in Mississippi. She is not in the work force anymore, she had a income of $12.8k last year. My 1st son is 22 years old. He was born in Wisconsin. He works as a fast food and counter worker. He made $20.3k last year. My 1st daughter is 16 years old. She was born in Wisconsin. She is a cashier. She made $7k last year. She leaves for work at around 7:02 am. It takes her about 5 minutes to get to work. My 2nd son is 15 years old. He was born in Wisconsin. He did not have personal income last year. My 2nd daughter is 6 years old. She was born in Wisconsin.",609,609,5,6,size_5_7,1513046,0,,,,,,
1525272,1,"I am a 88-year-old man. I was widowed. I am a veteran. I was born in Wisconsin. My ancestry is german. I am not in the work force anymore, my income was $86.1k last year.",I live alone.,I live in Wisconsin. I live in a house built in the 1950s with 3 bedrooms. I own my home. My annual property taxes are $2100-2199 ($2199+ 1990 pr samples).,,609,609,6,1,size_1,1525272,0,,,,,,
21840,"1,2,3,4,5",I am a 45-year-old woman. I am divorced. I was born in Alabama. My ancestry is irish. I am a retail salesperson. I made $40k last year. I drive to work. I leave for work at around 6:32 am. It takes me about 20 minutes to get to work.,"I live with my son, my daughter-in-law, and 2 male non-relatives.","We live in the huntsville, Alabama area. We live in a house built in the 2010s with 3 bedrooms. We rent.","My daughter-in-law is 20 years old. She was born in Alabama. Her ancestry is irish. She have been looking for work. She is a childcare worker. She made $5k last year. My non-relatives (1990 includes employees) is 36 years old. He was born in Alabama. He works as a truck driver. He made $44k last year. He leaves for work at around 8:02 am. It takes him about 3 minutes to get to work. My non-relatives (1990 includes employees) is 27 years old. He was naturalized as a citizen in 2018. He was born in south america. He speaks portuguese. He works as a laborer and freight, stock, and material mover, hand. He made $11.3k last year. My son is 19 years old. He was born in Alabama. His ancestry is irish. He works as a installation, maintenance, or repair worker. He made $20k last year. He leaves for work at around 8:02 am. It takes him about 3 minutes to get to work.",609,609,7,5,size_5_7,21840,0,,,,,,
9923,1,"I am a 75-year-old man. I am divorced. I have been married more than twice. I was born in Alabama. My ancestry is english. I used to be a pharmacist. I am not in the work force anymore, my income was $48k last year. I studied pre-law and legal studies in college.",I live alone.,"I live in the birmingham, Alabama area. I live in a house built in the 1940s with 3 bedrooms. I own my home. My annual property taxes are $ 3,000 - 3,099.",,609,609,8,1,size_1,9923,0,,,,,,
1513069,"1,2,3,4,5","I am a 43-year-old woman. I was born in Wisconsin. My ancestry is german. I am a hairdresser, hairstylist, and cosmetologist. I made $20k last year. I work from home.",I live with my husband and 2 sons and my daughter.,We live in Wisconsin. We live in a house built in the 2000s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $2100-2199 ($2199+ 1990 pr samples).,"My husband is 42 years old. He was born in Wisconsin. He works as a industrial engineer, including health and safety. He made $95k last year. He leaves for work at around 6:02 am. It takes him about 20 minutes to get to work. My 1st son is 19 years old. He was born in Wisconsin. His ancestry is german. He works as a laborer and freight, stock, and material mover, hand. He made $5k last year. My daughter is 16 years old. She was born in Wisconsin. Her ancestry is german. She is a cashier. She made $4k last year. She leaves for work at around 4:05 pm. It takes her about 20 minutes to get to work. My 2nd son is 13 years old. He was born in Wisconsin. His ancestry is german.",609,609,9,5,size_5_7,1513069,0,,,,,,
1525271,1,"I am a 76-year-old man. I was widowed. I am a veteran. I was born in Illinois. My ancestry is swedish. I am not in the work force anymore, my income was $48.6k last year.",I live alone.,I live in Wisconsin. I live in a 20-49 family building built in the 2000s. I rent.,,609,609,10,1,size_1,1525271,0,,,,,,
21789,"1,2,3,4,5,6,7",I am a 49-year-old man. I was born in Florida. I am a production worker. I made $75k last year. I drive to work. I leave for work at around 10:35 pm. It takes me about 15 minutes to get to work.,I live with my wife and 3 sons and 2 daughters.,"We live in the decatur, Alabama area. We live in a house built in the 1970s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 850 - 899.","My wife is 44 years old. She was born in Alabama. She is a personal care aide. She made $50k last year. My 1st son is 19 years old. He was born in Alabama. He works as a plumber, pipefitter, and steamfitter. He made $27k last year. He leaves for work at around 6:32 am. It takes him about 25 minutes to get to work. My 1st daughter is 16 years old. She was born in Alabama. She is a cook. She made $1.5k last year. My 2nd daughter is 13 years old. She was born in Alabama. My 2nd son is 3 years old. He was born in Alabama. My 3rd son is 2 years old. He was born in Alabama.",609,609,11,7,size_5_7,21789,0,,,,,,
8623,"1,2",I am a 58-year-old man. I have been married more than once. I was born in Alabama. I am a crane and tower operator. I made $52k last year.,I live with my wife.,"We live in the birmingham, Alabama area. We live in a house built in the 2010s with 2 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 500 - 549.","My wife is 60 years old. She was born in Washington. Her ancestry is italian. She is a bookkeeping, accounting, and auditing clerk. She made $16.3k last year. She leaves for work at around 7:47 am. It takes her about 45 minutes to get to work.",609,609,12,2,size_2,8623,0,,,,,,
1523264,"1,2,3",I am a 44-year-old woman. I was born in Wisconsin. My ancestry is german. I am a first-line office and administrative support supervisor. I made $60k last year. I drive to work. I leave for work at around 7:12 am. It takes me about 25 minutes to get to work.,I live with my husband and my daughter.,"We live in Wisconsin. We live in a house built in the 1970s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 2,600 - 2,699.",My husband is 46 years old. He is a veteran. He was born in Wisconsin. His ancestry is german. He works as a sheet metal worker. He made $96.5k last year. He leaves for work at around 4:35 am. It takes him about 60 minutes to get to work. My daughter is 17 years old. She was born in Wisconsin. Her ancestry is german. She is a personal care aide. She made $1.2k last year. She leaves for work at around 2:55 pm. It takes her about 10 minutes to get to work.,609,609,13,3,size_3_4,1523264,0,,,,,,
1526906,"1,2",I am a 36-year-old woman. I was born in Wisconsin. My ancestry is german. I am a dental assistant. I made $40k last year. I drive to work. I leave for work at around 6:17 am. It takes me about 70 minutes to get to work.,I live with my male partner.,We live in Wisconsin. We live in a house built around 1990 with 2 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $4800 - 4899; we also have a 2nd mortgage.,My male partner is 43 years old. He was born in Wisconsin. His ancestry is norwegian. He works as a cashier. He made $13.8k last year.,609,609,14,2,size_2,1526906,0,,,,,,
11069,"1,2,3","I am a 73-year-old woman. I am divorced. I have been married more than twice. I was born in Alabama. I am not in the work force anymore, my income was $36.3k last year.",I live with my grandson and my granddaughter.,"We live in the birmingham, Alabama area. We live in a house built in the 1960s with 3 bedrooms. We used a mortgage to buy our home.",They were born in Alabama.,609,609,15,3,size_3_4,11069,0,,,,,,
8624,"1,2","I am a 58-year-old woman. I am divorced. I have been married more than once. I was born in Alabama. I am a educational, guidance, and career counselor and advisor. I made $99.5k last year. I studied elementary education in college. I drive to work. I leave for work at around 8:32 am. It takes me about 20 minutes to get to work.",I live with my son.,"We live in the birmingham, Alabama area. We live in a house built in the 1970s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 1,400 - 1,499; we also have a 2nd mortgage.",My son is 22 years old. He was born in Alabama. He works as a cook. He made $37.4k last year. He leaves for work at around 10:05 am. It takes him about 15 minutes to get to work.,609,609,16,2,size_2,8624,0,,,,,,
1523290,"1,2,3","I am a 42-year-old woman. I am divorced. I was born in Wisconsin. I am a hotel, motel, and resort desk clerk. I made $54.6k last year. I drive to work. I leave for work at around 3:05 pm. It takes me about 20 minutes to get to work.",I live with my daughter and my male partner.,We live in Wisconsin. We live in a house built before 1939 with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $14000-14999.,My male partner is 44 years old. He was born in Wisconsin. He works as a telecommunications line installer and repairer. He made $75k last year. He leaves for work at around 6:02 am. It takes him about 5 minutes to get to work. My daughter is 12 years old. She was born in Wisconsin.,609,609,17,3,size_3_4,1523290,0,,,,,,
1526902,"1,2","I am a 77-year-old woman. I have been married more than once. I was born in Wisconsin. My ancestry is german. I am not in the work force anymore, my income was $12k last year.",I live with my husband.,We live in Wisconsin. We live in a house built in the 2000s with 2 bedrooms. We own our home. Our annual property taxes are $5000 - 5499.,"My husband is 82 years old. He was born in Wisconsin. His ancestry is polish. He is not in the work force anymore, he had a income of $80k last year.",609,609,18,2,size_2,1526902,0,,,,,,
11067,"1,2,3",I am a 25-year-old man. I moved within state. I was born in Alabama. My ancestry is irish. I am a retail supervisor. I made $68k last year. I drive to work. I leave for work at around 6:52 am. It takes me about 32 minutes to get to work.,I live with my wife and my daughter.,We live in Alabama. We live in a house built in the 2000s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 500 - 549.,My wife is 25 years old. She was born in Alabama. Her ancestry is german. She is a administrative assistant. She did not have personal income last year. She studied chemistry. My daughter is 0 years old. She was born in Alabama.,609,609,19,3,size_3_4,11067,0,,,,,,
8626,"1,2","I am a 71-year-old man. I was born in New York. My ancestry is german. I am not in the work force anymore, my income was $55.5k last year. I studied civil engineering in college.",I live with my wife.,"We live in the dothan, Alabama area. We live in a house built in the 2010s with 3 bedrooms. We own our home. Our annual property taxes are $ 550 - 599.","My wife is 68 years old. She was born in Kentucky. Her ancestry is english. She is not in the work force anymore, she had a income of $500 last year.",609,609,20,2,size_2,8626,0,,,,,,
1523291,"1,2,3",I am a 57-year-old man. I am a veteran. I was born abroad to american parents. I was born in germany. I speak rumanian. My ancestry is german. I am a retail salesperson. I made $81.6k last year. I studied business management and administration in college. I drive to work. I leave for work at around 5:47 am. It takes me about 15 minutes to get to work.,I live with my wife and my son.,"We live in Wisconsin. We live in a house built in the 1970s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 1,900 - 1,999; we also have a 2nd mortgage.",My wife is 50 years old. She was born in romania. She speaks rumanian. Her ancestry is romanian. She is a accountant and auditor. She made $40k last year. She studied business management and administration. She leaves for work at around 3:05 am. It takes her about 4 minutes to get to work. My son is 16 years old. He was born in Kansas. He speaks rumanian. He did not have personal income last year.,609,609,21,3,size_3_4,1523291,0,,,,,,
1526899,"1,2",I am a 58-year-old man. I was born in California. I am a wholesale and manufacturing sales representative. I made $65k last year.,I live with my mother.,"We live in Wisconsin. We live in a house built in the 1970s with 2 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 4,000 - 4,099.","My mother is 82 years old. She was born in Wisconsin. She is not in the work force anymore, she had a income of $26.4k last year.",609,609,22,2,size_2,1526899,0,,,,,,
11066,"1,2,3,4","I am a 46-year-old man. I am divorced. I have been married more than twice. I was born in Alabama. My ancestry is scottish. I am a installation, maintenance, or repair worker. I made $5k last year. I drive to work. I leave for work at around 7:02 am. It takes me about 20 minutes to get to work.",I live with 2 sons and my daughter.,"We live in the dothan, Alabama area. We live in a house built in the 1950s with 3 bedrooms. We own our home. Our annual property taxes are $ 200 - 249.",My 1st son is 18 years old. He was born in Alabama. His ancestry is scottish. He did not have personal income last year. My 2nd son is 16 years old. He was born in Alabama. His ancestry is scottish. He did not have personal income last year. My daughter is 12 years old. She was born in Alabama. Her ancestry is scottish.,609,609,23,4,size_3_4,11066,0,,,,,,
9925,1,"I am a 74-year-old woman. I was widowed. I have been married more than once. I was born in Alabama. I am not in the work force anymore, my income was $26.2k last year.",I live alone.,I live in Alabama. I live in a house built in the 1970s with 2 bedrooms. I own my home. My annual property taxes are $ 500 - 549.,,610,610,0,1,size_1,9925,0,,,,,,
1402040,"1,2,3,4,5,6,7,8","I am a 34-year-old woman. I was born in Utah. My ancestry is scandinavian, nordic. I did not have personal income last year.",I live with my husband and 4 sons and 2 daughters.,We live in Utah. We live in a house built in the 2000s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $12000-12999.,My husband is 36 years old. He was born in Utah. His ancestry is italian. He works as a software developer. He made $107.4k last year. He studied electrical engineering. He leaves for work at around 8:02 am. It takes him about 35 minutes to get to work. My 1st son is 13 years old. He was born in Utah. His ancestry is italian. My 2nd son is 10 years old. He was born in Utah. His ancestry is italian. My 3rd son is 8 years old. He was born in Utah. His ancestry is italian. My 4th son is 6 years old. He was born in Utah. His ancestry is italian. My 1st daughter is 4 years old. She was born in Utah. Her ancestry is italian. My 2nd daughter is 0 years old. She was born in Utah. Her ancestry is italian.,610,610,1,8,size_8_plus,1402040,0,,,,,,
1525270,1,I am a 44-year-old woman. I was born in Mississippi. I am a production worker. I made $33.8k last year. I drive to work. I leave for work at around 5:47 am. It takes me about 20 minutes to get to work.,I live alone.,"I live in the milwaukee-waukesha, Wisconsin area. I live in a 5-9 family building built in the 1970s. I rent.",,610,610,2,1,size_1,1525270,0,,,,,,
122210,"1,2,3,4,5,6,7,8,9",I am a 32-year-old woman. I was born in California. I speak spanish. I am a office clerk. I did not have personal income last year.,"I live with my husband, my son and 2 daughters, my father and my mother, my sister, and my brother-in-law.","We live in the oxnard-thousand oaks-ventura, California area. We live in a house built in the 2000s with 3 bedrooms. We rent.","My husband is 31 years old. He was born in mexico. He speaks spanish. He works as a truck driver. He made $2k last year. He leaves for work at around 12:35 pm. It takes him about 30 minutes to get to work. My sister is 18 years old. She was born in California. She is a entertainment attendant. She made $10k last year. She leaves for work at around 8:32 am. It takes her about 15 minutes to get to work. My father is 57 years old. He was naturalized as a citizen in 2021. He was born in mexico. He speaks spanish. He works as a personal care aide. He made $56k last year. He leaves for work at around 3:35 am. It takes him about 2 minutes to get to work. My mother is 55 years old. She was naturalized as a citizen in 2018. She was born in mexico. She speaks spanish. She is a laborer and freight, stock, and material mover, hand. She did not have personal income last year. My brother-in-law is 22 years old. He was born in California. He speaks spanish. He works as a laborer and freight, stock, and material mover, hand. He made $25k last year. He leaves for work at around 7:47 am. It takes him about 15 minutes to get to work. My 1st daughter is 4 years old. She was born in California. My 2nd daughter is 2 years old. She was born in California. My son is 1 years old. He was born in California.",610,610,3,9,size_8_plus,122210,0,,,,,,
9929,1,"I am a 71-year-old man. I am divorced. I have been married more than once. I was born in Alabama. I am not in the work force anymore, my income was $12.8k last year.",I live alone.,I live in Alabama. I live in a mobile home or trailer built in the 2000s with 3 bedrooms. I own my home. My annual property taxes are $ 50 - 99.,,610,610,4,1,size_1,9929,0,,,,,,
1513026,"1,2,3,4,5",I am a 35-year-old woman. I was born in Wisconsin. I am a registered nurse. I made $55k last year. I studied miscellaneous psychology in college. I drive to work. I leave for work at around 7:32 am. It takes me about 15 minutes to get to work.,"I live with my husband, my daughter, and my stepson and my stepdaughter.","We live in Wisconsin. We live in a house built in the 1950s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 2,400 - 2,499.",My husband is 40 years old. He was born in California. He works as a wholesale and manufacturing sales representative. He made $60k last year. He leaves for work at around 6:32 am. It takes him about 15 minutes to get to work. My stepdaughter is 12 years old. She was born in Wisconsin. My stepson is 10 years old. He was born in Wisconsin. My daughter is 13 years old. She was born in Wisconsin.,610,610,5,5,size_5_7,1513026,0,,,,,,
1525269,1,I am a 60-year-old woman. I am divorced. I have been married more than once. I was born in California. My ancestry is Pennsylvania german. I made $10k last year.,I live alone.,I live in Wisconsin. I live in a house built in the 1950s with 2 bedrooms. I own my home. My annual property taxes are $ 500 - 549.,,610,610,6,1,size_1,1525269,0,,,,,,
21894,"1,2,3,4,5","I am a 59-year-old woman. I am divorced. I moved within state. I was born in Alabama. My ancestry is cherokee. I am a laborer and freight, stock, and material mover, hand. I made $1.3k last year.",I live with 2 granddaughters and 2 female relatives.,"We live in the decatur, Alabama area. We live in a house built in the 1960s with 4 bedrooms. We rent.",My relatives is 11 years old. She was born in Alabama. My relatives is 8 years old. She was born in Alabama. They were born in Alabama.,610,610,7,5,size_5_7,21894,0,,,,,,
9933,1,I am a 59-year-old man. I was born in Alabama. I made $26k last year.,I live alone.,I live in Alabama. I live in a house built in the 1970s with 3 bedrooms. I own my home.,,610,610,8,1,size_1,9933,0,,,,,,
1513037,"1,2,3,4,5,6",I am a 63-year-old woman. I am divorced. I was born in Wisconsin. My ancestry is german. I am a registered nurse. I made $70k last year. I drive to work. I leave for work at around 6:35 pm. It takes me about 25 minutes to get to work.,"I live with 2 daughters, my grandson and my granddaughter, and my son-in-law.","We live in Wisconsin. We live in a house built around 1990 with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,000 - 3,099.",My son-in-law is 38 years old. He was born in Wisconsin. His ancestry is german. He works as a security guard and gaming surveillance officer. He made $35k last year. He leaves for work at around 4:45 pm. It takes him about 10 minutes to get to work. My 1st daughter is 45 years old. She was born in Wisconsin. Her ancestry is german. She is a pharmacy technician. She made $30k last year. She leaves for work at around 8:15 pm. It takes her about 25 minutes to get to work. My 2nd daughter is 37 years old. She was born in Wisconsin. Her ancestry is german. She is a pharmacy technician. She made $40.9k last year. She leaves for work at around 8:15 pm. It takes her about 25 minutes to get to work. They were born in Wisconsin.,610,610,9,6,size_5_7,1513037,0,,,,,,
1525268,1,I am a 67-year-old woman. I am divorced. I have been married more than twice. I was born in Wisconsin. I am a personal care aide. I made $51.1k last year. I drive to work. I leave for work at around 12:05 pm. It takes me about 30 minutes to get to work.,I live alone.,"I live in the milwaukee-waukesha, Wisconsin area. I live in a house built in the 1960s with 2 bedrooms. I used a mortgage to buy my home. My annual property taxes are $ 2,800 - 2,899.",,610,610,10,1,size_1,1525268,0,,,,,,
21892,"1,2,3,4,5,6",I am a 37-year-old woman. I was born in New York. I speak french. My ancestry is irish. I did not have personal income last year. I studied other foreign languages in college.,I live with my husband and 3 sons and my daughter.,"We live in Alabama. We live in a house built in the 2010s with 5 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 2,400 - 2,499.",My husband is 37 years old. He is a veteran. He was born in New York. His ancestry is scottish. He have been looking for work. He works as a manager. He made $125k last year. He studied civil engineering. He leaves for work at around 7:02 am. It takes him about 15 minutes to get to work. My daughter is 12 years old. She was born in Virginia. Her ancestry is irish. My 1st son is 10 years old. He was born in Hawaii. His ancestry is irish. My 2nd son is 8 years old. He was born in North Carolina. His ancestry is irish. My 3rd son is 6 years old. He was born in North Carolina. His ancestry is irish.,610,610,11,6,size_5_7,21892,0,,,,,,
8628,"1,2",I am a 56-year-old woman. I am divorced. I was born in Alabama. My ancestry is scottish. I am a medical and health services manager. I made $203k last year. I studied social work in college. I drive to work. I leave for work at around 7:37 am. It takes me about 30 minutes to get to work.,I live with my daughter.,"We live in the birmingham, Alabama area. We live in a attached house built around 1990 with 3 bedrooms. We own our home. Our annual property taxes are $ 950 - 999.",My daughter is 16 years old. She was born in Alabama. Her ancestry is scottish. She did not have personal income last year.,610,610,12,2,size_2,8628,0,,,,,,
1523247,"1,2,3,4",I am a 35-year-old woman. I was born in Minnesota. My ancestry is german. I did not have personal income last year. I studied theology and religious vocations in college.,I live with my husband and my son and my daughter.,"We live in Wisconsin. We live in a house built in the 2000s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,000 - 3,099.",My husband is 36 years old. He was born in Wisconsin. His ancestry is dutch. He works as a claims adjuster and investigator. He made $37k last year. He studied theology and religious vocations. He leaves for work at around 8:02 am. It takes him about 35 minutes to get to work. My son is 8 years old. He was born in Minnesota. His ancestry is dutch. My daughter is 5 years old. She was born in Minnesota. Her ancestry is dutch.,610,610,13,4,size_3_4,1523247,0,,,,,,
1526897,"1,2",I am a 58-year-old man. I was born in Wisconsin. My ancestry is finnish. I am a architectural and engineering manager. I made $120k last year. I drive to work. I leave for work at around 9:02 am. It takes me about 15 minutes to get to work.,I live with my wife.,"We live in Wisconsin. We live in a house built in the 2000s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,100 - 3,199; we also have a 2nd mortgage.",My wife is 57 years old. She was born in Michigan. Her ancestry is finnish. She is a financial clerk. She made $50k last year. She leaves for work at around 7:32 am. It takes her about 15 minutes to get to work.,610,610,14,2,size_2,1526897,0,,,,,,
11088,"1,2,3,4",I am a 36-year-old woman. I was born in Florida. I am a barber. I made $45k last year. I drive to work. I leave for work at around 8:02 am. It takes me about 50 minutes to get to work.,I live with my husband and my son and my daughter.,"We live in the dothan, Alabama area. We live in a house built in the 2000s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 4,200 - 4,299.",My husband is 38 years old. He was born in Alabama. He works as a firefighter. He made $54k last year. He leaves for work at around 6:02 am. It takes him about 105 minutes to get to work. My son is 13 years old. He was born in Alabama. My daughter is 11 years old. She was born in Alabama.,610,610,15,4,size_3_4,11088,0,,,,,,
8629,"1,2","I am a 61-year-old man. I was born in Alabama. My ancestry is black. I am a laborer and freight, stock, and material mover, hand. I made $9.6k last year. I drive to work. I leave for work at around 7:02 am. It takes me about 15 minutes to get to work.",I live with my wife.,We live in Alabama. We live in a mobile home or trailer built in the 2000s with 3 bedrooms. We own our home. Our annual property taxes are $ 350 - 399.,My wife is 60 years old. She was born in Alabama. Her ancestry is black. She did not have personal income last year.,610,610,16,2,size_2,8629,0,,,,,,
1523257,"1,2,3,4",I am a 52-year-old man. I was born in Minnesota. My ancestry is german. I am a software developer. I made $129k last year. I work from home.,I live with my wife and 2 sons.,We live in Wisconsin. We live in a house built in the 2010s with 5 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $7000 - 7999.,"My wife is 51 years old. She was born in Pennsylvania. Her ancestry is norwegian. She made $10k last year. She studied general business. My 1st son is 18 years old. He was born in Wisconsin. His ancestry is norwegian. He works as a laborer and freight, stock, and material mover, hand. He made $5k last year. He leaves for work at around 5:32 am. It takes him about 30 minutes to get to work. My 2nd son is 15 years old. He was born in Wisconsin. His ancestry is norwegian. He made $4k last year.",610,610,17,4,size_3_4,1523257,0,,,,,,
1526893,"1,2",I am a 60-year-old woman. I was born in Wisconsin. My ancestry is english. I am a medical and health services manager. I made $42k last year. I studied computer science in college.,I live with my husband.,"We live in Wisconsin. We live in a house built around 1990 with 3 bedrooms. We own our home. Our annual property taxes are $ 1,500 - 1,599.",My husband is 63 years old. He was born in Wisconsin. His ancestry is german. He works as a bus and truck mechanics and diesel engine specialist. He made $12.8k last year.,610,610,18,2,size_2,1526893,0,,,,,,
11085,"1,2,3,4",I am a 39-year-old man. I moved from a different state last year. I was naturalized as a citizen in 2022. I was born in india. I speak hindi. My ancestry is india. I am a materials engineer. I made $155k last year. I studied industrial production technologies in college. I drive to work. I leave for work at around 6:47 am. It takes me about 75 minutes to get to work.,I live with my wife and my son and my daughter.,"We live in the daphne-fairhope-foley, Alabama area. We live in a house built in 2022 with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 1,500 - 1,599.",My wife is 33 years old. She was born in Alabama. Her ancestry is english. She is a photographer. She did not have personal income last year. She studied miscellaneous business and medical administration. My daughter is 6 years old. She was born in Alabama. My son is 0 years old. He was born in Alabama.,610,610,19,4,size_3_4,11085,0,,,,,,
8630,"1,2","I am a 69-year-old man. I was born in New York. My ancestry is irish. I am not in the work force anymore, my income was $101.8k last year. I studied chemical engineering in college.",I live with my wife.,"We live in the mobile, Alabama area. We live in a house built in the 1980s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 2,000 - 2,099; we also have a 2nd mortgage.","My wife is 69 years old. She was born in Virginia. Her ancestry is scottish. She is not in the work force anymore, she had a income of $18k last year.",610,610,20,2,size_2,8630,0,,,,,,
1523261,"1,2,3,4",I am a 46-year-old man. I am divorced. I was born in Wisconsin. I am a automotive service technician and mechanic. I made $42k last year. I drive to work. I leave for work at around 7:32 am. It takes me about 5 minutes to get to work.,I live with my son and my daughter and my female partner.,"We live in the wausau, Wisconsin area. We live in a house built before 1939 with 3 bedrooms. We own our home. Our annual property taxes are $ 1,500 - 1,599.",My female partner is 47 years old. She is a veteran. She was born in Wisconsin. She is a teaching assistant. She made $50k last year. She leaves for work at around 4:35 am. It takes her about 5 minutes to get to work. My daughter is 9 years old. She was born in Wisconsin. My son is 7 years old. He was born in Wisconsin.,610,610,21,4,size_3_4,1523261,0,,,,,,
1526891,"1,2","I am a 25-year-old woman. I was born in Wisconsin. My ancestry is irish. I am a computer and information systems manager. I made $75.7k last year. I studied operations, logistics and e-commerce in college. I work from home.",I live with my male roommate.,"We live in the milwaukee-waukesha, Wisconsin area. We live in a 50+ family building built before 1939 with 2 bedrooms. We rent.",My male roommate is 23 years old. He was born in Wisconsin. His ancestry is italian. He works as a software developer. He made $50k last year. He leaves for work at around 8:02 am. It takes him about 5 minutes to get to work.,610,610,22,2,size_2,1526891,0,,,,,,
11076,"1,2,3",I am a 58-year-old woman. I was widowed. I was born in California. I am a administrative assistant. I made $123k last year. I drive to work. I leave for work at around 7:32 am. It takes me about 30 minutes to get to work.,I live with my daughter and my grandson.,"We live in the montgomery, Alabama area. We live in a house built in the 2010s with 4 bedrooms. We used a mortgage to buy our home.",My daughter is 40 years old. She was born in Georgia. She have been looking for work. She is a project management specialist. She made $40k last year. She leaves for work at around 7:32 am. It takes her about 30 minutes to get to work. He was born in Alabama. He has trouble with his hearing.,610,610,23,3,size_3_4,11076,0,,,,,,
9939,1,I am a 29-year-old woman. I was naturalized as a citizen in 2014. I was born in thailand. I speak vietnamese. My ancestry is thai. I am a manicurist or pedicurist. I made $35k last year. I drive to work. I leave for work at around 8:32 am. It takes me about 5 minutes to get to work.,I live alone.,"I live in the mobile, Alabama area. I live in a house built in the 1960s with 3 bedrooms. I rent.",,611,611,0,1,size_1,9939,0,,,,,,
1402025,"1,2,3,4,5,6,7,8",I am a 50-year-old man. I was naturalized as a citizen in 2008. I was born in canada. My ancestry is english. I am a manager. I made $155k last year. I studied environmental engineering in college. I drive to work. I leave for work at around 6:17 am. It takes me about 45 minutes to get to work.,"I live with my wife, my son and 2 daughters, 2 grandsons, and my son-in-law.","We live in the provo-orem-lehi, Utah area. We live in a house built in the 2000s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,400 - 3,499.",My wife is 50 years old. She was born in Ohio. Her ancestry is swedish. She is a office clerk. She made $35k last year. She leaves for work at around 8:12 am. It takes her about 5 minutes to get to work. My son-in-law is 33 years old. He was born in Utah. His ancestry is british. He works as a counselor. He made $69k last year. He studied counseling psychology. He leaves for work at around 8:02 am. It takes him about 35 minutes to get to work. My son is 26 years old. He was born in Ohio. His ancestry is english. He works as a insurance claims and policy processing clerk. He made $60k last year. He leaves for work at around 8:32 am. It takes him about 20 minutes to get to work. My 1st daughter is 25 years old. She was born in Ohio. Her ancestry is english. She did not have personal income last year. My 2nd daughter is 19 years old. She was born in Arizona. Her ancestry is english. She is a medical assistant. She made $35k last year. She leaves for work at around 7:47 am. It takes her about 15 minutes to get to work. They were born in Utah.,611,611,1,8,size_8_plus,1402025,0,,,,,,
1525267,1,"I am a 81-year-old man. I was widowed. I was born in Minnesota. My ancestry is scandinavian, nordic. I am not in the work force anymore, my income was $1.9k last year.",I live alone.,I live in Wisconsin. I live in a house built before 1939 with 3 bedrooms.,,611,611,2,1,size_1,1525267,0,,,,,,
