SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS,group_id,day_index,hour_index,_household_size,_segment,_serial_num,_reused,status,posted_at,error,uri,cid,thread_post_count
1524680,"1,2",I am a 31-year-old man. I got married last year. I moved within state. I have trouble with my vision. I was born in Utah. My ancestry is greek. I am a janitor and building cleaner. I made $35k last year. I drive to work. I leave for work at around 2:45 pm. It takes me about 5 minutes to get to work.,I live with my wife.,We live in Wisconsin. We live in a 5-9 family building built in the 1970s with 1 bedrooms. We rent.,My wife is 28 years old. She has trouble with her vision. She was born in Wisconsin. Her ancestry is german. She is a receptionist. She made $35k last year. She leaves for work at around 7:02 am. It takes her about 5 minutes to get to work.,916,916,18,2,size_2,1524680,0,,,,,,
14710,"1,2,3",I am a 40-year-old man. I moved from a different state last year. I was naturalized as a citizen in 2016. I was born in africa. My ancestry is nigerian. I am a postsecondary teacher. I made $100k last year. I studied biochemical sciences in college. I drive to work. I leave for work at around 6:32 am. It takes me about 17 minutes to get to work.,I live with my wife and my son.,"We live in the huntsville, Alabama area. We live in a house built around 1990 with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,000 - 3,099.",My wife is 36 years old. She was born in Alabama. Her ancestry is anglo. She is a manager. She made $110k last year. She studied chemistry. My son is 6 years old. He was born in Mississippi. His ancestry is nigerian.,916,916,19,3,size_3_4,14710,0,,,,,,
10957,"1,2","I am a 66-year-old woman. I was born in Alabama. My ancestry is irish. I am not in the work force anymore, my income was $58.1k last year. I studied elementary education in college.",I live with my husband.,We live in Alabama. We live in a house built in the 1980s with 4 bedrooms. We own our home. Our annual property taxes are $ 700 - 749.,"My husband is 67 years old. He has trouble with his vision. He was born in Mississippi. His ancestry is german. He is not in the work force anymore, he had a income of $168k last year. He studied miscellaneous education.",916,916,20,2,size_2,10957,0,,,,,,
1519095,"1,2,3",I am a 59-year-old man. I was born in Minnesota. My ancestry is german. I am a truck driver. I made $104k last year. I work from home.,I live with my wife and my daughter.,"We live in Wisconsin. We live in a house built in the 1970s with 2 bedrooms. We own our home. Our annual property taxes are $ 2,500 - 2,599.",My wife is 58 years old. She was born in Wisconsin. Her ancestry is norwegian. She is a manager. She made $27.5k last year. My daughter is 28 years old. She was born in Wisconsin. Her ancestry is norwegian. She is a wholesale and manufacturing sales representative. She made $18k last year. She leaves for work at around 7:02 am. It takes her about 60 minutes to get to work.,916,916,21,3,size_3_4,1519095,0,,,,,,
1524678,"1,2",I am a 28-year-old man. I was born in California. I speak spanish. My ancestry is mexican. I am a production worker. I made $26k last year. I drive to work. I leave for work at around 2:05 pm. It takes me about 30 minutes to get to work.,I live with my female partner.,We live in Wisconsin. We live in a house built in the 1960s with 2 bedrooms.,My female partner is 31 years old. She was born in Wisconsin. She is a nursing assistant. She made $8.6k last year. She leaves for work at around 2:05 pm. It takes her about 60 minutes to get to work.,916,916,22,2,size_2,1524678,0,,,,,,
14709,"1,2,3",I am a 32-year-old woman. I was born in Alabama. I made $11.3k last year.,I live with 2 female roommates.,We live in Alabama. We live in a house built in the 2000s with 3 bedrooms. We rent.,"My female roommate is 65 years old. She has trouble with her vision and hearing. She was born in Alabama. She is not in the work force anymore, she had a income of $5.4k last year. My female roommate is 49 years old. She was born in Mississippi. She made $3k last year.",916,916,23,3,size_3_4,14709,0,,,,,,
13020,1,I am a 69-year-old woman. I was widowed. I was widowed last year. I have trouble with my vision. I was born in Alabama. I am a sales supervisor. I made $89.1k last year. I drive to work. I leave for work at around 7:02 am. It takes me about 20 minutes to get to work.,I live alone.,"I live in the birmingham, Alabama area. I live in a house built in the 1980s with 3 bedrooms. I rent. My rent is $500+ per month.",,917,917,0,1,size_1,13020,0,,,,,,
1356755,"1,2,3,4,5,6,7,8",I am a 37-year-old man. I am a veteran. I was born in Texas. I am a boilermaker. I made $90k last year. I drive to work. I leave for work at around 7:02 am. It takes me about 10 minutes to get to work.,I live with 5 sons and 2 daughters.,"We live in the mcallen-edinburg-mission, Texas area. We live in a house built in the 2010s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 4,000 - 4,099.",My 1st daughter is 19 years old. She was born in Texas. She is a fast food and counter worker. She made $4k last year. My 1st son is 16 years old. He has trouble with his vision. He was born in Texas. He did not have personal income last year. My 2nd daughter is 15 years old. She was born in Texas. She did not have personal income last year. My 2nd son is 13 years old. He was born in Texas. My 3rd son is 8 years old. He was born in Texas. My 4th son is 6 years old. He was born in Texas. My 5th son is 3 years old. He was born in Texas.,917,917,1,8,size_8_plus,1356755,0,,,,,,
1521944,1,"I am a 35-year-old man. I was born in Wisconsin. I am a bookkeeping, accounting, and auditing clerk. I made $64k last year. I work from home.",I live alone.,"I live in the kenosha, Wisconsin area. I live in a 5-9 family building built around 1990 with 1 bedrooms. I rent.",,917,917,2,1,size_1,1521944,0,,,,,,
152661,"1,2,3,4,5,6,7,8,9",I am a 46-year-old woman. I was naturalized as a citizen in 2023. I was born in philippines. I speak filipino. My ancestry is filipino. I am a chief executive and legislator. I made $96k last year. I drive to work. I leave for work at around 8:32 am. It takes me about 20 minutes to get to work.,"I live with my husband, 2 sons and 2 daughters, my mother, and my father-in-law and my mother-in-law.","We live in the san diego-chula vista-carlsbad, California area. We live in a house built in the 2000s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,000 - 3,099; we also have a 2nd mortgage.","My husband is 48 years old. He is a veteran. He was naturalized as a citizen in 2005. He was born in philippines. He speaks filipino. He works as a cardiovascular technologist and technician. He made $120k last year. He leaves for work at around 7:02 am. It takes him about 45 minutes to get to work. My mother is 79 years old. She was naturalized as a citizen in 2000. She was born in philippines. She speaks filipino. She is not in the work force anymore, she had a income of $7.9k last year. My father-in-law is 85 years old. He has trouble with his hearing. He was naturalized as a citizen in 1970. He was born in philippines. He speaks filipino. He is not in the work force anymore, he had a income of $10.8k last year. My mother-in-law is 76 years old. She has trouble with her vision and hearing. She was naturalized as a citizen in 1974. She was born in philippines. She speaks filipino. She was a healthcare support worker. She is not in the work force anymore, she had a income of $12k last year. She studied medical technologies technicians. My 1st daughter is 21 years old. She was born in Hawaii. She did not have personal income last year. My 1st son is 20 years old. He was born in Hawaii. He works as a fast food and counter worker. He made $3k last year. He leaves for work at around 7:17 am. It takes him about 40 minutes to get to work. My 2nd daughter is 17 years old. She was born in Hawaii. She speaks filipino. She did not have personal income last year. My 2nd son is 15 years old. He was born in Hawaii. He did not have personal income last year.",917,917,3,9,size_8_plus,152661,0,,,,,,
13023,1,I am a 76-year-old woman. I was widowed. I was born in Georgia. I am a food preparation worker. I made $8.4k last year. I drive to work. I leave for work at around 10:05 am. It takes me about 15 minutes to get to work.,I live alone.,"I live in the dothan, Alabama area. I live in a 3-4 family home built in the 1970s with 1 bedrooms. I rent.",,917,917,4,1,size_1,13023,0,,,,,,
1503922,"1,2,3,4,5","I am a 32-year-old man. I was born in Minnesota. I am a heating, air conditioning, and refrigeration mechanic or installer. I made $77k last year. I drive to work. I leave for work at around 4:35 am. It takes me about 25 minutes to get to work.","I live with my wife, my son, and my stepson and my stepdaughter.",We live in Wisconsin. We live in a house built before 1939 with 3 bedrooms. We own our home.,My wife is 39 years old. She was born in Minnesota. She is a public relations and fundraising manager. She made $68.6k last year. She studied mathematics. She leaves for work at around 7:12 am. It takes her about 5 minutes to get to work. My stepson is 17 years old. He was born in Wisconsin. He did not have personal income last year. My stepdaughter is 11 years old. She was born in Wisconsin. My son is 1 years old. He was born in Wisconsin.,917,917,5,5,size_5_7,1503922,0,,,,,,
1521941,1,"I am a 83-year-old woman. I was widowed. I was born in Wisconsin. My ancestry is irish. I am not in the work force anymore, my income was $4.7k last year.",I live alone.,"I live in Wisconsin. I live in a house built around 1990 with 3 bedrooms. I own my home. My annual property taxes are $ 1,500 - 1,599.",,917,917,6,1,size_1,1521941,0,,,,,,
34210,"1,2,3,4,5",I am a 30-year-old woman. I was born in California. I am a registered nurse. I made $1k last year. I studied nursing in college.,I live with my husband and my son and 2 daughters.,"We live in the phoenix-mesa-chandler, Arizona area. We live in a house built in 2021 with 5 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,000 - 3,099; we also have a 2nd mortgage.",My husband is 31 years old. He was born in Texas. He works as a real estate broker. He made $566k last year. He leaves for work at around 9:02 am. It takes him about 75 minutes to get to work. My 1st daughter is 5 years old. She was born in Arizona. My 2nd daughter is 3 years old. She was born in Arizona. My son is 2 years old. He was born in Arizona.,917,917,7,5,size_5_7,34210,0,,,,,,
